date,number_redds,number_salmon,depth_m,pot_depth_m,velocity_m_s,percent_fines,percent_small,percent_med,percent_large,percent_boulder,redd_width_m,redd_length_m,longitude,latitude,elevation_ft,accuracy_ft,boat_point
2014-09-09,1,1,0.3,0.5,0.61,40,20,35,5,0,1.1,2,0,0,NA,NA,NA
2014-09-09,1,1,0.62,0.7,0.89,0,65,30,5,0,2.5,3.5,-121.55416748753335,39.51674653774581,NA,NA,NA
2014-09-15,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55575460593923,39.51664798605146,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55572814276077,39.516629943560524,NA,NA,NA
2014-09-15,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.5556330143209,39.516663413955726,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55565364576653,39.5166956738678,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55557368483942,39.516712934482214,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55550896523641,39.516691335097796,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55541081478853,39.5168027223085,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.555352124517,39.51681351665655,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55528906197303,39.51675629416965,NA,NA,NA
2014-09-15,1,1,0.72,0.76,0.55,0,40,50,10,0,1.5,2,-121.55401100246371,39.51660407108219,NA,NA,NA
2014-09-15,1,0,0.68,0.69,0.49,0,40,60,0,0,2,2.5,-121.55388530731027,39.516526237622,NA,NA,NA
2014-09-15,1,0,0.3,0.49,0.93,0,60,20,10,10,1.3,1.9,-121.55375749040893,39.516437421462214,NA,NA,NA
2014-09-15,1,0,0.62,0.62,0.5,0,50,50,0,0,2,2.5,-121.5536743768847,39.51645636245273,NA,NA,NA
2014-09-15,1,0,0.55,0.66,1.15,10,20,20,30,20,1.5,2,-121.55420794813092,39.51597447826369,NA,NA,NA
2014-09-15,1,0,0.5,0.55,0.49,20,30,30,20,0,1,1.5,-121.55923200061895,39.51568985131262,NA,NA,NA
2014-09-15,1,1,0.55,0.62,0.77,10,20,40,30,0,1,1.5,-121.55934240625598,39.5156560627418,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55932833620072,39.51568901815054,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55945924327989,39.51568315331253,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55948312141024,39.515693468375,NA,NA,NA
2014-09-15,1,3,0.32,0.4,0.28,20,50,50,0,0,1,1.9,-121.5595202980216,39.515734077711194,NA,NA,NA
2014-09-15,1,0,0.29,0.45,0.66,20,30,40,10,0,1,1.5,-121.55954618522475,39.5157698979639,NA,NA,NA
2014-09-15,1,0,0.29,0.43,0.45,40,20,40,0,0,0.7,1.3,-121.55977629310065,39.51575290037295,NA,NA,NA
2014-09-15,1,0,0.5,0.65,0.48,10,10,50,30,0,1,2,-121.55984809781367,39.515651697659465,NA,NA,NA
2014-09-15,1,1,0.62,0.68,0.74,20,20,20,10,30,1.6,1.8,-121.56000838750278,39.51561998613821,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55999612687569,39.515681940236156,NA,NA,NA
2014-09-15,1,1,0.47,0.65,0.73,10,30,40,20,0,2.2,1.6,-121.56007453135523,39.51561826474195,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56010202612975,39.51548949191614,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56012367899443,39.515506735008124,NA,NA,NA
2014-09-15,1,1,0.42,0.56,0.75,10,30,50,10,0,1.75,2,-121.5602349398618,39.51559543824816,NA,NA,NA
2014-09-15,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56025387011155,39.515636938576655,NA,NA,NA
2014-09-15,1,0,0.29,0.35,0.47,10,40,50,0,0,0.8,1.2,-121.56039451609988,39.51571603156561,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56050640500884,39.515709542565546,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56058328406776,39.51566339032283,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56056368126923,39.51559867193314,NA,NA,NA
2014-09-15,1,0,0.5,0.52,0.73,30,30,40,0,0,0.8,1.8,-121.56063741792919,39.51549285249177,NA,NA,NA
2014-09-15,1,0,0.32,0.42,0.64,0,20,60,20,0,1,1.6,-121.55867544676404,39.51601632149703,NA,NA,NA
2014-09-15,1,3,0.35,0.5,0.32,0,20,50,30,0,1.8,2.25,-121.55866251251084,39.51604101971826,NA,NA,NA
2014-09-15,1,2,0.36,0.48,0.68,0,30,50,20,0,2,1.25,-121.55858188838648,39.51602346853077,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55858843389845,39.51604840831332,NA,NA,NA
2014-09-15,1,1,0.4,0.5,0.49,10,20,60,10,0,1,2,-121.5584829772543,39.51608978089334,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55838155702648,39.51607151214136,NA,NA,NA
2014-09-15,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55829707359466,39.51608702466677,NA,NA,NA
2014-09-15,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55825830028391,39.51608428221978,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55824859070637,39.516067222968765,NA,NA,NA
2014-09-15,1,3,0.37,0.45,0.56,10,20,40,20,10,1,1.5,-121.55816686026179,39.516100366091415,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55807872152924,39.5161047508057,NA,NA,NA
2014-09-15,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55798923540343,39.51609722552769,NA,NA,NA
2014-09-15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55741897624367,39.51612590105564,NA,NA,NA
2014-09-15,1,1,0.35,0.48,0.41,0,40,50,10,0,2,2.5,-121.5568671344623,39.516294376454184,NA,NA,NA
2014-09-18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55578052914414,39.516601113754184,NA,NA,NA
2014-09-18,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55572538277224,39.51657448872745,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55564710684774,39.51652894356926,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.555667063487,39.516621859454595,NA,NA,NA
2014-09-18,1,1,0.44,0.46,0.92,30,15,30,25,0,1.2,2,-121.55417812342927,39.516804153867376,NA,NA,NA
2014-09-18,1,1,0.43,0.55,0.85,10,30,30,30,0,1,1,-121.5541635312677,39.51684308477616,NA,NA,NA
2014-09-18,1,1,0.83,0.69,0.44,0,40,50,10,0,2.5,3,-121.55394531393138,39.516574250662735,NA,NA,NA
2014-09-18,1,0,0.77,0.74,0.34,0,40,50,10,0,1.8,2,-121.55390097652143,39.5165677524461,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55388496406844,39.51652652167162,NA,NA,NA
2014-09-18,1,3,0.35,0.51,0.74,0,40,50,10,0,1.8,2.5,-121.55375490872885,39.51645476963545,NA,NA,NA
2014-09-18,1,1,0.24,0.35,1.02,10,40,45,5,0,1,2,-121.55434606799587,39.51604942954084,NA,NA,NA
2014-09-18,1,1,0.71,0.81,0.88,0,20,40,30,10,1,2.5,-121.55428780493959,39.515888714225326,NA,NA,NA
2014-09-18,1,1,0.47,0.56,0.97,5,20,40,35,0,1,2,-121.5542829317268,39.51584939702198,NA,NA,NA
2014-09-18,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55658618187921,39.51576773984621,NA,NA,NA
2014-09-18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55654529093025,39.515848763590355,NA,NA,NA
2014-09-18,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55711707704819,39.515784990287464,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55776296056916,39.5157707876399,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55761477942414,39.515817107376606,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55761981555129,39.51579352761325,NA,NA,NA
2014-09-18,1,0,0.26,0.43,0.69,10,30,40,20,0,1,2,-121.55936676625207,39.515848566173894,NA,NA,NA
2014-09-18,1,2,0.27,0.5,0.94,10,40,40,10,0,1,2,-121.55915181532745,39.51597140219677,NA,NA,NA
2014-09-18,1,1,0.31,0.43,0.33,10,40,40,10,0,0.5,2,-121.55916694794321,39.515983861414284,NA,NA,NA
2014-09-18,1,2,0.1,0.27,0.69,10,20,60,10,0,2,2.5,-121.55889568898031,39.51605458783722,NA,NA,NA
2014-09-18,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55884644785743,39.51603544372741,NA,NA,NA
2014-09-18,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55864986801505,39.51604100708023,NA,NA,NA
2014-09-18,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55864519449362,39.516072385042314,NA,NA,NA
2014-09-18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55860926485725,39.51605756852554,NA,NA,NA
2014-09-18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55858113570461,39.51608295227645,NA,NA,NA
2014-09-18,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.5585021478188,39.51602845326407,NA,NA,NA
2014-09-18,1,1,0.2,0.34,0.29,10,20,40,30,0,1,2,-121.55849717988141,39.51606450376244,NA,NA,NA
2014-09-18,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55846735122375,39.51608600111528,NA,NA,NA
2014-09-18,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55838152077696,39.51609127063787,NA,NA,NA
2014-09-18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55832923873086,39.516046482152525,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55831401622835,39.51606313304567,NA,NA,NA
2014-09-18,1,0,0.38,0.47,0.53,10,20,40,30,0,1.5,2.5,-121.55824923655865,39.516087746766445,NA,NA,NA
2014-09-18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55816628965812,39.516054263816436,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55809818623105,39.5160759079701,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55807048203,39.516103234019326,NA,NA,NA
2014-09-18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55791592966708,39.51607961150217,NA,NA,NA
2014-09-18,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55774545893341,39.516094471219866,NA,NA,NA
2014-09-18,1,1,0.48,0.59,0.48,5,15,50,30,0,1.5,2,-121.5576338660947,39.516081544664615,NA,NA,NA
2014-09-18,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55738819049418,39.516121671691835,NA,NA,NA
2014-09-18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55713229633116,39.51612267604122,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55708786386245,39.516129764949845,NA,NA,NA
2014-09-18,1,3,0.44,0.58,0.41,10,20,20,30,20,2.5,3,-121.55684961890343,39.51629702416284,NA,NA,NA
2014-09-18,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55676656711904,39.51639789612063,NA,NA,NA
2014-09-18,1,1,0.4,0.65,0.4,5,40,45,10,0,1.5,2,-121.55668754325151,39.51643229716206,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55943604486072,39.51568836190442,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55931940515327,39.515693385426914,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55924006500344,39.51569083425543,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.559705851791,39.51557125971451,NA,NA,NA
2014-09-18,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55990554983327,39.51545857715865,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.5599497945755,39.515444772384484,NA,NA,NA
2014-09-18,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56014488743084,39.51539283190095,NA,NA,NA
2014-09-18,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56017809136632,39.51545965599588,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.5601545718351,39.51549957632134,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56044462465616,39.515516801152394,NA,NA,NA
2014-09-18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56050545977163,39.51556768627792,NA,NA,NA
2014-09-18,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.5605493873032,39.51558615120172,NA,NA,NA
2014-09-18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56055681401773,39.51565183604566,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56050046220972,39.5157072164641,NA,NA,NA
2014-09-18,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56039211156357,39.515709667747544,NA,NA,NA
2014-09-18,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56025151385535,39.515656407050706,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56021340009025,39.5156093351704,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56017037190576,39.51564027413212,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.5650454699669,39.272457568655,NA,NA,NA
2014-09-18,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55993223244737,39.51570598021913,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55984347280852,39.5156683629314,NA,NA,NA
2014-09-18,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55968782891341,39.51568070621346,NA,NA,NA
2014-09-18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55949729944066,39.51573186454464,NA,NA,NA
2014-09-22,1,2,1.3,1.2,0.33,5,10,50,35,0,1.3,1.3,-121.55360010194086,39.516493919918034,NA,NA,NA
2014-09-22,1,2,0.68,0.75,0.46,0,20,60,15,5,0.7,2,-121.5535976438895,39.51646548980001,NA,NA,NA
2014-09-22,1,1,0.42,0.65,0.5,0,50,45,5,0,1.8,3,-121.55374056206034,39.51646783582767,NA,NA,NA
2014-09-22,1,0,0.4,0.56,0.7,0,50,35,10,5,1.5,2.9,-121.55377527441917,39.516471754614486,NA,NA,NA
2014-09-22,1,0,0.36,0.48,0.9,0,40,50,10,0,1.4,2.3,-121.55383809595536,39.51647602312908,NA,NA,NA
2014-09-22,1,0,0.35,0.5,0.63,0,45,50,5,0,1.65,4,-121.5541391899955,39.5165942590687,NA,NA,NA
2014-09-22,1,0,0.72,0.8,0.64,0,45,50,5,0,1.8,3.1,-121.55413661011943,39.51670745568776,NA,NA,NA
2014-09-22,1,0,0.64,0.72,0.71,0,45,45,10,0,1.4,2.5,-121.5541639072968,39.51673238354552,NA,NA,NA
2014-09-22,1,0,0.62,0.73,0.72,5,60,30,5,0,1,4,-121.55414720777175,39.51676354864606,NA,NA,NA
2014-09-22,1,0,0.7,0.68,0.56,0,5,45,45,5,1.5,2.7,-121.55412939792102,39.51679215911118,NA,NA,NA
2014-09-22,1,0,0.9,0.9,0.36,0,5,20,75,0,0.6,1.1,-121.55410347622515,39.516788412853366,NA,NA,NA
2014-09-22,1,0,0.81,0.72,0.57,5,60,30,5,0,1,2,-121.55411277140847,39.51682204569411,NA,NA,NA
2014-09-22,1,1,0.59,0.66,0.87,10,60,20,10,0,1.25,5,-121.5541513035809,39.51681286629222,NA,NA,NA
2014-09-22,1,0,0.48,0.53,0.74,5,40,50,5,0,1.3,3.5,-121.55413996445962,39.51683572777819,NA,NA,NA
2014-09-22,1,0,0.87,0.81,0.57,5,40,50,5,0,1,1.9,-121.55408686159916,39.5168384819871,NA,NA,NA
2014-09-22,1,0,0.44,NA,0.71,NA,NA,NA,NA,NA,NA,NA,-121.5541627236124,39.516395637963136,NA,NA,NA
2014-09-22,1,0,0.32,0.46,1.3,10,15,50,20,5,1.1,2.5,-121.55415986298414,39.51633555971438,NA,NA,NA
2014-09-22,1,0,0.3,0.44,1.15,5,35,45,10,5,1.2,3,-121.5543699143991,39.51602589466902,NA,NA,NA
2014-09-22,1,1,0.51,0.6,1.5,0,10,60,30,0,0.9,1.3,-121.5543465199609,39.515915411346484,NA,NA,NA
2014-09-22,1,0,0.74,0.84,0.68,5,10,30,50,10,1.2,2,-121.5541272031551,39.5159078359846,NA,NA,NA
2014-09-22,1,1,0.46,0.44,0.54,0,10,50,35,5,1.6,3,-121.55421321173974,39.5160398482475,NA,NA,NA
2014-09-22,1,0,0.44,0.45,0.82,20,40,40,0,0,1.1,2.7,-121.55466499657105,39.51687859504327,NA,NA,NA
2014-09-22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55476902511131,39.516873176131625,NA,NA,NA
2014-09-22,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55483086141582,39.516862700505456,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55587465542511,39.51654806105534,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55579137054339,39.51659102210612,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55574173234831,39.51656748387879,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55572161795256,39.51655968355902,NA,NA,NA
2014-09-22,1,4,0.52,0.5,0.42,5,25,60,10,0,2.5,2.5,-121.55565922871875,39.51668279586739,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55564222719029,39.51670779459133,NA,NA,NA
2014-09-22,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55560310706208,39.5167105520599,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55557845143171,39.51669454122819,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55554601788855,39.5166783166028,NA,NA,NA
2014-09-22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55554782961764,39.516713838534656,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55555891478596,39.51673185214149,NA,NA,NA
2014-09-22,1,0,0.9,0.92,0.6,5,15,40,40,0,1.3,1.7,-121.55549696037103,39.516699186788706,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55544847471035,39.51675646447759,NA,NA,NA
2014-09-22,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55538331093528,39.51673496762311,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55528927637093,39.5167526838229,NA,NA,NA
2014-09-22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55521188582519,39.516823855959125,NA,NA,NA
2014-09-22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55564238358305,39.51653850756069,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55667005601535,39.51643526054523,NA,NA,NA
2014-09-22,1,1,0.45,0.5,0.44,20,40,25,5,10,0.9,2.9,-121.55682716097519,39.51636086052261,NA,NA,NA
2014-09-22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55685284681614,39.51631248937084,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55681925238326,39.51629895368731,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.5567845310345,39.51627972769793,NA,NA,NA
2014-09-22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55689769929609,39.51625476052453,NA,NA,NA
2014-09-22,1,1,0.26,0.36,0.65,5,50,40,5,0,1.4,1.9,-121.5568390798007,39.51611490920699,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55666425960159,39.51620893831443,NA,NA,NA
2014-09-22,1,0,0.44,0.55,0.86,0,70,30,0,0,1.2,1.7,-121.55663206867521,39.51620122244908,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55657206934075,39.516217407166216,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.5565564665638,39.516211383928976,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55650361811308,39.51621480013612,NA,NA,NA
2014-09-22,1,1,0.36,0.4,0.51,0,90,10,0,0,1.1,2.4,-121.55662277883197,39.51630439779401,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55668619892175,39.51624209726884,NA,NA,NA
2014-09-22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55668215182905,39.51631004552764,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55666565285563,39.516360242621865,NA,NA,NA
2014-09-22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55659932481062,39.51637700649433,NA,NA,NA
2014-09-22,1,1,0.64,0.74,0.8,5,30,60,5,0,1.6,3.2,-121.55509685240091,39.51579523143696,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55491663309917,39.515833130541786,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55663670033509,39.51569984608898,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55656414003565,39.51585361980268,NA,NA,NA
2014-09-22,1,1,0.48,0.56,0.52,0,20,50,30,0,1.4,1.9,-121.55625123424173,39.51598950578396,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55697964196823,39.515765642530646,NA,NA,NA
2014-09-22,1,0,0.82,0.9,0.77,0,50,25,15,10,1.4,3.2,-121.55709002781104,39.51576097620441,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55746375574972,39.51584000166674,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55761347830975,39.51582320902532,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55767938336615,39.51582123375079,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55775179388037,39.515776379445825,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55777772096748,39.51578885565307,NA,NA,NA
2014-09-22,1,0,0.82,0.85,0.75,0,20,50,15,15,1.6,2.5,-121.55770337597576,39.51574108111521,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.5577109327859,39.515602943350956,NA,NA,NA
2014-09-22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55787005080784,39.51570892019242,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55811438882579,39.51565744996064,NA,NA,NA
2014-09-22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.5582957695653,39.51568873912765,NA,NA,NA
2014-09-22,1,0,0.8,0.75,0.6,5,35,50,10,0,1.2,2.1,-121.55865916566816,39.51571782527411,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.5587945552689,39.5156369183522,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55913284190119,39.51569219911964,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.559221736918,39.51569003042854,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55924690649657,39.515672745871306,NA,NA,NA
2014-09-22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55933721245212,39.515683361763074,NA,NA,NA
2014-09-22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.55934739716585,39.515558068676356,NA,NA,NA
2014-09-25,1,3,0.39,0.5,0.45,10,50,40,0,0,1,2.3,-121.56093444675408,39.5157757415396,NA,NA,NA
2014-09-25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.5609754739747,39.51572450499896,NA,NA,NA
2014-09-25,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56088533756882,39.515699458442555,NA,NA,NA
2014-09-25,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56082062250107,39.51572100199254,NA,NA,NA
2014-09-25,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56079072734002,39.51575872615219,NA,NA,NA
2014-09-25,1,2,0.52,0.56,0.48,5,50,40,5,0,1.6,2.8,-121.56074057262482,39.51571225318101,NA,NA,NA
